Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-07-20,150.66045581308373,153.2525555836581,149.91273648069367,152.57461547851562,64823400,0.0,0.0
2022-07-21,154.03017271946675,155.0969262014118,151.4779599938253,154.87759399414062,65086600,0.0,0.0
2022-07-22,154.9174639736648,155.80475690708397,152.94348934213212,153.6214141845703,66675400,0.0,0.0
2022-07-25,153.5416680281462,154.5685347009658,151.81693301637966,152.48489379882812,53623900,0.0,0.0
2022-07-26,151.79698902131753,152.6244669103347,150.34143723573172,151.13900756835938,55138700,0.0,0.0
2022-07-27,152.11601284560462,156.8515683073005,151.69729187237277,156.31320190429688,78620700,0.0,0.0
2022-07-28,156.50263578343228,157.1606324426124,153.94045879828096,156.87152099609375,81378700,0.0,0.0
2022-07-29,160.7496810776541,163.13241257463397,159.01496687168523,162.01580810546875,101786900,0.0,0.0
2022-08-01,160.52038030987978,163.092536630918,160.40075008502782,161.01885986328125,67829400,0.0,0.0
2022-08-02,159.61314485544992,161.91611775288482,159.1445729000321,159.52340698242188,59907000,0.0,0.0
2022-08-03,160.35089484028686,166.083409552577,160.2611721740242,165.62481689453125,82507500,0.0,0.0
2022-08-04,165.50517491057096,166.68159456040644,163.9299777052186,165.3057861328125,55474100,0.0,0.0
2022-08-05,162.93971651353576,165.57534383079556,162.73005758935318,165.076171875,56697000,0.23,0.0
2022-08-08,166.0944701995919,167.53208785668818,163.92806575898842,164.59695434570312,60276900,0.0,0.0
2022-08-09,163.74836247351178,165.5453844494596,162.97963344395,164.64686584472656,63135500,0.0,0.0
2022-08-10,167.402302730013,169.05955730846873,166.62359568394717,168.95973205566406,70170500,0.0,0.0
2022-08-11,169.77836000817638,170.70682775010692,167.91146180297088,168.21096801757812,57149200,0.0,0.0
2022-08-12,169.5387643636264,171.88486333251956,169.11944653013776,171.8149871826172,68039400,0.0,0.0
2022-08-15,171.2359504935509,173.10284871727785,171.06623385807742,172.90318298339844,54091700,0.0,0.0
2022-08-16,172.49385275303948,173.42232047417798,171.37571249263212,172.74343872070312,56377100,0.0,0.0
2022-08-17,172.4838744257244,175.85826634245387,172.28420869872858,174.26092529296875,79542000,0.0,0.0
2022-08-18,173.46225604993703,174.61034546419793,172.83329450579237,173.86158752441406,62290100,0.0,0.0
2022-08-19,172.7434404308192,173.45227128874944,171.02628773761222,171.23594665527344,70346300,0.0,0.0
2022-08-22,169.408979934634,169.57869657072,166.8631999263058,167.29249572753906,69026800,0.0,0.0
2022-08-23,166.80330321215317,168.43060866897252,166.3740074071035,166.9530487060547,54147100,0.0,0.0
2022-08-24,167.04290453472152,167.83158949349544,165.97466927601403,167.25254821777344,53841500,0.0,0.0
2022-08-25,168.5004832036769,169.85823152491722,168.0712026362684,169.7484130859375,51218200,0.0,0.0
2022-08-26,170.28751615942616,170.76671693740585,163.28911608916886,163.34901428222656,78961000,0.0,0.0
2022-08-29,160.8831171219248,162.63021898743415,159.55533310963472,161.1127471923828,73314000,0.0,0.0
2022-08-30,161.86150395493547,162.2907845266709,157.45880362989854,158.64683532714844,77906200,0.0,0.0
2022-08-31,160.04450416180606,160.31406127343777,156.87975590611944,156.95962524414062,87991100,0.0,0.0
2022-09-01,156.38058876667466,158.15763969999333,154.41385005392553,157.6984100341797,74229900,0.0,0.0
2022-09-02,159.48543346772217,160.0944238386611,154.7133509807654,155.5519561767578,76957800,0.0,0.0
2022-09-06,156.21086793133617,156.8298362614536,153.4354731670102,154.27407836914062,73714800,0.0,0.0
2022-09-07,154.56360975588248,156.41053682892846,153.35560693533935,155.70172119140625,87449600,0.0,0.0
2022-09-08,154.38390296728724,156.10105572600887,152.42714218402796,154.20420837402344,84923800,0.0,0.0
2022-09-09,155.21252767940254,157.55864194276378,154.4937188512033,157.109375,68028800,0.0,0.0
2022-09-12,159.32569544917405,163.98795952015158,159.0361824280015,163.15933227539062,104956000,0.0,0.0
2022-09-13,159.63518187119254,160.27412135126607,153.11599749006893,153.58522033691406,122656600,0.0,0.0
2022-09-14,154.53363708650917,156.83982416493836,153.3555986613324,155.0527801513672,87965400,0.0,0.0
2022-09-15,154.39386798878215,154.98290242890369,151.12929461647695,152.11764526367188,90481100,0.0,0.0
2022-09-16,150.95958933790186,151.09935687596484,148.12428105595117,150.45042419433594,162278800,0.0,0.0
2022-09-19,149.0627158041703,154.30402094627766,148.85307212925608,154.22415161132812,81474200,0.0,0.0
2022-09-20,153.14594832394877,157.81820570217937,152.8264861970504,156.64015197753906,107689800,0.0,0.0
2022-09-21,157.07942358150916,158.47711416392738,153.3456271922269,153.46542358398438,101696800,0.0,0.0
2022-09-22,152.12764089237984,154.21417588495666,150.66007421270643,152.48704528808594,86652500,0.0,0.0
2022-09-23,150.93961352435525,151.2191485918326,148.31396424749428,150.1808624267578,96029900,0.0,0.0
2022-09-26,149.41214714391592,153.51534105631126,149.39217600114358,150.5203094482422,93339400,0.0,0.0
2022-09-27,152.4870549966071,154.46377168208483,149.70166694416562,151.5086669921875,84442700,0.0,0.0
2022-09-28,147.39548917193434,150.39052079848423,144.60012327378405,149.5918426513672,146691400,0.0,0.0
2022-09-29,145.85804907011808,146.47701740994071,140.4470117567928,142.24403381347656,128138200,0.0,0.0
2022-09-30,141.04601595573746,142.86300904965964,137.7714493917738,137.9711151123047,124925300,0.0,0.0
2022-10-03,137.98111256382643,142.83306436689293,137.46196948758993,142.21408081054688,114311700,0.0,0.0
2022-10-04,144.78981221782533,145.97784387665592,144.02108316207872,145.85804748535156,87830100,0.0,0.0
2022-10-05,143.83140400205696,147.13591966730942,142.77314673799478,146.15753173828125,79471000,0.0,0.0
2022-10-06,145.56852351086846,147.29565421489838,144.97950425826855,145.18914794921875,68402200,0.0,0.0
2022-10-07,142.3039258387853,142.86301119157918,139.21904699480626,139.8579864501953,85925600,0.0,0.0
2022-10-10,140.18743896484375,141.6550056155542,138.34051201702687,140.18743896484375,74899000,0.0,0.0
2022-10-11,139.6683067212198,141.1159175755205,137.9910962668431,138.7498321533203,77033700,0.0,0.0
2022-10-12,138.89958579848155,140.1275444780847,137.93119103781746,138.1108856201172,70433700,0.0,0.0
2022-10-13,134.7664528883069,143.35220156489618,134.14746929156544,142.75320434570312,113224000,0.0,0.0
2022-10-14,144.0710051179316,144.28066403872864,137.96114535238044,138.1508331298828,88598000,0.0,0.0
2022-10-17,140.83638659793823,142.6633425983608,140.03770840110545,142.17416381835938,85250900,0.0,0.0
2022-10-18,145.24905620375083,146.45704376460742,140.3771332074216,143.51193237304688,99136600,0.0,0.0
2022-10-19,141.4553455060851,144.70994104117318,141.26565773324995,143.6217498779297,61758300,0.0,0.0
2022-10-20,142.78314449843526,145.6483865295187,142.41374690788328,143.15252685546875,64522000,0.0,0.0
2022-10-21,142.63338556656043,147.60514906774915,142.4137486938082,147.02610778808594,86548600,0.0,0.0
2022-10-24,146.9462325321471,149.9811911088892,145.75820092287856,149.20248413085938,75981900,0.0,0.0
2022-10-25,149.8414337231216,152.23746824607005,149.11264693456073,152.08770751953125,74732300,0.0,0.0
2022-10-26,150.709995351885,151.73828830588909,147.7948178840182,149.1026611328125,88194300,0.0,0.0
2022-10-27,147.82478465443154,148.8031573850313,143.89130735565956,144.56019592285156,109180200,0.0,0.0
2022-10-28,147.95456456200571,157.23916598091603,147.57520423462256,155.48208618164062,164762400,0.0,0.0
2022-10-31,152.90634972825453,153.9845629284234,151.66839785394538,153.08604431152344,97943200,0.0,0.0
2022-11-01,154.82316868777446,155.19255104375597,148.88302572715594,150.40049743652344,80379300,0.0,0.0
2022-11-02,148.70331632123754,151.91798479983692,144.75986108325935,144.78981018066406,93604600,0.0,0.0
2022-11-03,141.82473552414714,142.56351551258913,138.5202195703192,138.65000915527344,97918500,0.0,0.0
2022-11-04,142.08999633789062,142.6699981689453,134.3800048828125,138.3800048828125,140814800,0.23,0.0
2022-11-07,137.11000061035156,139.14999389648438,135.6699981689453,138.9199981689453,83374600,0.0,0.0
2022-11-08,140.41000366210938,141.42999267578125,137.49000549316406,139.5,89908500,0.0,0.0
2022-11-09,138.5,138.5500030517578,134.58999633789062,134.8699951171875,74917800,0.0,0.0
2022-11-10,141.24000549316406,146.8699951171875,139.5,146.8699951171875,118854000,0.0,0.0
2022-11-11,145.82000732421875,150.00999450683594,144.3699951171875,149.6999969482422,93979700,0.0,0.0
2022-11-14,148.97000122070312,150.27999877929688,147.42999267578125,148.27999877929688,73374100,0.0,0.0
2022-11-15,152.22000122070312,153.58999633789062,148.55999755859375,150.0399932861328,89868300,0.0,0.0
2022-11-16,149.1300048828125,149.8699951171875,147.2899932861328,148.7899932861328,64218300,0.0,0.0
2022-11-17,146.42999267578125,151.47999572753906,146.14999389648438,150.72000122070312,80389400,0.0,0.0
2022-11-18,152.30999755859375,152.6999969482422,149.97000122070312,151.2899932861328,74829600,0.0,0.0
2022-11-21,150.16000366210938,150.3699951171875,147.72000122070312,148.00999450683594,58724100,0.0,0.0
2022-11-22,148.1300048828125,150.4199981689453,146.92999267578125,150.17999267578125,51804100,0.0,0.0
2022-11-23,149.4499969482422,151.8300018310547,149.33999633789062,151.07000732421875,58301400,0.0,0.0
2022-11-25,148.30999755859375,148.8800048828125,147.1199951171875,148.11000061035156,35195900,0.0,0.0
2022-11-28,145.13999938964844,146.63999938964844,143.3800048828125,144.22000122070312,69246000,0.0,0.0
2022-11-29,144.2899932861328,144.80999755859375,140.35000610351562,141.1699981689453,83763800,0.0,0.0
2022-11-30,141.39999389648438,148.72000122070312,140.5500030517578,148.02999877929688,111380900,0.0,0.0
2022-12-01,148.2100067138672,149.1300048828125,146.61000061035156,148.30999755859375,71250400,0.0,0.0
2022-12-02,145.9600067138672,148.0,145.64999389648438,147.80999755859375,65447400,0.0,0.0
2022-12-05,147.77000427246094,150.9199981689453,145.77000427246094,146.6300048828125,68826400,0.0,0.0
2022-12-06,147.07000732421875,147.3000030517578,141.9199981689453,142.91000366210938,64727200,0.0,0.0
2022-12-07,142.19000244140625,143.3699951171875,140.0,140.94000244140625,69721100,0.0,0.0
2022-12-08,142.36000061035156,143.52000427246094,141.10000610351562,142.64999389648438,62128300,0.0,0.0
2022-12-09,142.33999633789062,145.57000732421875,140.89999389648438,142.16000366210938,76097000,0.0,0.0
2022-12-12,142.6999969482422,144.5,141.05999755859375,144.49000549316406,70462700,0.0,0.0
2022-12-13,149.5,149.97000122070312,144.24000549316406,145.47000122070312,93886200,0.0,0.0
2022-12-14,145.35000610351562,146.66000366210938,141.16000366210938,143.2100067138672,82291200,0.0,0.0
2022-12-15,141.11000061035156,141.8000030517578,136.02999877929688,136.5,98931900,0.0,0.0
2022-12-16,136.69000244140625,137.64999389648438,133.72999572753906,134.50999450683594,160156900,0.0,0.0
2022-12-19,135.11000061035156,135.1999969482422,131.32000732421875,132.3699951171875,79592600,0.0,0.0
2022-12-20,131.38999938964844,133.25,129.88999938964844,132.3000030517578,77432800,0.0,0.0
2022-12-21,132.97999572753906,136.80999755859375,132.75,135.4499969482422,85928000,0.0,0.0
2022-12-22,134.35000610351562,134.55999755859375,130.3000030517578,132.22999572753906,77852100,0.0,0.0
2022-12-23,130.9199981689453,132.4199981689453,129.63999938964844,131.86000061035156,63814900,0.0,0.0
2022-12-27,131.3800048828125,131.41000366210938,128.72000122070312,130.02999877929688,69007800,0.0,0.0
2022-12-28,129.6699981689453,131.02999877929688,125.87000274658203,126.04000091552734,85438400,0.0,0.0
2022-12-29,127.98999786376953,130.47999572753906,127.7300033569336,129.61000061035156,75703700,0.0,0.0
2022-12-30,128.41000366210938,129.9499969482422,127.43000030517578,129.92999267578125,76960600,0.0,0.0
